CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Transported
0,-0.5437075727942695,0,1.1187285524459007,-0.28601292749285834,-0.1741247276675315,-0.27447550323078646,-0.26990870331595684,0,0,1,0,0,1,0
0,-0.9570861494814673,0,-0.3354753217630465,-0.1527008132003896,-0.2830236670317378,0.5864278132598543,-0.26990870331595684,1,0,0,0,0,1,0
0,0.35194601002799236,0,-0.30282992866855996,3.3433047669895526,-0.2830236670317378,0.9659843856605376,0.0215307003337497,0,1,0,1,0,0,0
0,0.9720138750587891,0,1.333891370568653,-0.2872085518362886,-0.06838227929938917,-0.23306933169616645,-0.26990870331595684,0,0,1,0,0,1,0
0,0.21415315113225977,0,-0.3354753217630465,0.22093179412155192,-0.1551857816911478,0.1024931834489831,0.1325975462368391,1,0,0,0,0,1,0
0,1.2475995928502543,0,-0.017924679843949874,-0.2872085518362886,1.9438807306913792,-0.27447550323078646,0.822100525603218,0,0,1,0,0,1,1
0,-1.8527397323037293,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,0,0,1,0,0,1,1
1,-0.061432566659205434,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,0,1,0,1,0,0,1
0,-0.40591471389853695,0,0.8278877776041113,0.28908238169707406,-0.2830236670317378,0.5458842702988722,-0.26990870331595684,0,0,1,1,0,0,0
0,-0.6126040022421358,0,0.4865950316162971,-0.1706351783518428,-0.2830236670317378,1.973534559669624,-0.26990870331595684,1,0,0,1,0,0,0
1,-0.8192932905857347,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,1,0,0,0,0,1,1
0,1.1098067339545217,0,-0.3354753217630465,-0.18916735567501108,-0.21200261962029893,1.891584845174022,0.4897885226611745,0,1,0,0,0,1,0
1,1.7987710284331848,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,1,0,0,0,0,1,0
1,-1.7149468734079967,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,1,0,0,1,0,0,1
1,-0.5437075727942695,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,1,0,0,0,1,0,1
0,-0.5437075727942695,0,1.1038897374029522,-0.2872085518362886,0.001060522614017749,-0.27447550323078646,-0.21304247821357508,0,0,1,0,0,1,0
0,1.867667457881051,0,-0.3354753217630465,-0.22025358860419664,-0.2830236670317378,0.9150892998159006,-0.15706478787841802,1,0,0,0,0,1,0
0,-0.26812185500280433,0,-0.3354753217630465,-0.2872085518362886,2.7756161081542303,-0.27447550323078646,-0.2690201685487321,1,0,0,0,0,1,1
0,-1.8527397323037293,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,0,1,0,0,0,1,1
1,0.6275317278194575,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,0,1,0,0,0,1,1
0,-0.13032899610707174,0,0.07852761793521498,0.07446781205135083,5.041976643328147,-0.027763731170342303,-0.26724309901428267,0,1,0,0,0,1,1
1,0.489738868923725,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,1,0,0,0,1,0,0
0,-0.47481114334640323,0,-0.2687006540697785,0.36799358836346807,-0.04944333332300546,0.9133640426686247,-0.2690201685487321,1,0,0,0,0,1,0
0,2.2810460345682486,0,-0.3354753217630465,0.06669625381905446,-0.2830236670317378,-0.25981081747894186,-0.24769533413533895,1,0,0,0,0,1,0
1,-0.9570861494814673,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,0,0,1,0,0,1,1
0,2.2810460345682486,0,-0.33399144025875166,-0.19574328956387727,0.02789069608056133,-0.27447550323078646,0.13881728960741208,1,0,0,0,0,1,0
1,-1.9905325911994618,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,1,0,0,0,1,0,1
0,-0.7503968611378684,0,-0.33399144025875166,-0.1329730115337911,0.42087382509052323,-0.27447550323078646,-0.26990870331595684,1,0,0,0,0,1,1
0,-0.5437075727942695,0,2.55215808559472,-0.2650895014828296,-0.2830236670317378,-0.27447550323078646,-0.24858386890256368,1,0,0,1,0,0,0
0,0.9031174456109228,0,0.9807275725464801,-0.2872085518362886,-0.26881945754945,-0.26929973178895894,-0.26990870331595684,1,0,0,0,0,1,1
0,-0.6815004316900022,0,-0.05353783594702613,-0.2872085518362886,-0.27513243954157796,-0.2736128746571485,0.3751675376891863,1,0,0,0,0,1,0
0,-0.8192932905857347,0,-0.311733217694329,1.0070547999269168,-0.2830236670317378,-0.27447550323078646,-0.22370489542027164,1,0,0,0,0,1,0
0,-1.0259825789293338,0,-0.3354753217630465,-0.28661073966457346,-0.2830236670317378,-0.27447550323078646,0.6746037542439153,1,0,0,0,0,1,0
0,0.5586352983715913,0,-0.26721677256548365,-0.2375901415839347,0.88172151051586,-0.27447550323078646,-0.25924628610926026,0,0,1,0,1,0,0
0,0.9031174456109228,0,-0.33399144025875166,4.73262025405546,-0.2830236670317378,-0.27447550323078646,0.179689888899749,0,1,0,0,0,1,1
0,-0.13032899610707174,0,-0.11734474063170443,-0.2872085518362886,1.3236302499648132,-0.27447550323078646,-0.26990870331595684,0,0,1,0,0,1,1
0,-0.061432566659205434,0,-0.3147009807029187,-0.2872085518362886,1.7608042529196701,-0.27447550323078646,-0.26990870331595684,0,0,1,0,0,1,1
0,0.6275317278194575,0,-0.3354753217630465,3.204014530979933,-0.2830236670317378,0.0024282689069847776,8.308005939471443,0,1,0,0,0,1,0
1,-1.0948790083772,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,1,0,0,0,0,1,0
0,0.9031174456109228,0,10.654151099044569,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,0,0,1,0,0,1,0
1,-1.8527397323037293,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,0,0,1,0,0,1,1
0,-1.4393611556165316,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,0,0,1,0,0,1,1
0,-0.33701828445067067,0,0.6854351531918061,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.2548036122731367,1,0,0,0,0,1,1
1,0.7653245867151902,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,0,1,0,0,0,1,1
0,0.9720138750587891,0,-0.02237632435683441,-0.2872085518362886,-0.2830236670317378,0.27588152675020433,0.18590963227032198,1,0,0,0,0,1,0
1,1.1098067339545217,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,0,0,1,0,1,0,1
1,0.4208424394758587,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,1,0,0,0,0,1,1
0,-0.13032899610707174,0,-0.33399144025875166,0.12946653184914061,-0.23409805659274657,-0.11230133138685813,-0.26990870331595684,1,0,0,0,0,1,0
0,-0.6815004316900022,0,-0.3354753217630465,-0.2872085518362886,0.7744008166496857,-0.2736128746571485,-0.2396985212303165,1,0,0,0,0,1,0
1,-1.783843302855863,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,1,0,0,0,0,1,1
0,1.7298745989853184,0,-0.3354753217630465,0.43494855159556,-0.2830236670317378,-0.2718876175098727,0.29608794340618666,0,1,0,0,0,1,0
0,-0.19922542555493805,0,-0.3354753217630465,0.22451866715184254,-0.27513243954157796,-0.24687138887437313,-0.26990870331595684,1,0,0,0,0,1,0
0,-0.19922542555493805,0,-0.3354753217630465,1.3932414628548757,1.2273572745848627,-0.27447550323078646,-0.1926061785674066,1,0,0,0,0,1,1
0,-0.40591471389853695,0,0.12601182607265,-0.031942754513938104,0.5471334649330812,-0.24255824600618353,-0.26990870331595684,1,0,0,0,1,0,0
1,0.14525672168439346,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,0,0,1,0,0,1,1
0,-0.7503968611378684,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,0.4415062128886843,-0.18905203949850777,1,0,0,0,0,1,0
1,-1.370464726168665,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,1,0,0,1,0,0,1
1,-1.577154014512264,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,1,0,0,0,0,1,0
0,-0.5437075727942695,0,2.250930140222867,-0.28421949097771304,-0.2561934935651942,-0.27447550323078646,-0.26990870331595684,0,0,1,0,0,1,0
1,-0.40591471389853695,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,1,0,0,0,0,1,0
0,0.14525672168439346,0,0.49846608365065587,-0.2872085518362886,0.23148436532668615,-0.27447550323078646,-0.26990870331595684,1,0,0,0,0,1,0
0,0.21415315113225977,0,-0.3354753217630465,-0.042105561433094914,-0.273554194043546,3.114792162592588,0.40893185884372546,0,1,0,0,0,1,0
0,0.9031174456109228,0,2.942418921224264,6.5386108248067965,-0.2830236670317378,1.3369146723248417,0.12548926809904137,0,1,0,0,0,1,1
1,-0.061432566659205434,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,0,1,0,0,0,1,1
1,0.007463862788660866,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,0,1,0,0,0,1,1
0,1.3164960222981206,1,-0.3354753217630465,1.2294409278049365,-0.14571630870295596,-0.25981081747894186,-0.25835775134203554,0,1,0,1,0,0,1
0,2.4188388934639815,0,-0.3354753217630465,-0.2872085518362886,0.9858857133859704,-0.27447550323078646,-0.26990870331595684,1,0,0,0,0,1,1
0,-0.13032899610707174,0,-0.21379703841086928,-0.19335204087701685,0.39404365162397964,-0.0691699027049623,-0.2690201685487321,1,0,0,0,0,1,0
0,0.2830495805801261,0,-0.33399144025875166,1.041727905886393,-0.2830236670317378,-0.2641239603471314,0.08905934264282804,0,1,0,0,0,1,1
1,-1.0948790083772,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,0,1,0,0,0,1,1
0,0.007463862788660866,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,0.32850186974211726,-0.20415713054132792,1,0,0,0,0,1,0
0,-0.7503968611378684,0,-0.25386183902683007,0.06968531467762999,-0.20568963762817102,-0.27447550323078646,-0.2690201685487321,1,0,0,0,0,1,0
1,2.62552818180758,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,0,0,1,0,0,1,1
0,0.4208424394758587,0,0.7047256127476391,-0.2872085518362886,0.1841370003857269,-0.27447550323078646,-0.24769533413533895,0,0,1,0,0,1,0
0,2.2121496051203824,1,3.1560978578427217,-0.087539286483443,-0.26881945754945,-0.0018848739612048054,-0.2681316337815074,0,0,1,0,0,1,0
0,1.1098067339545217,0,2.7851274817690106,-0.2836216788059979,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,0,0,1,0,0,1,0
1,-0.6815004316900022,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,0,0,1,0,0,1,1
0,0.489738868923725,0,3.7273922369962365,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,0,0,1,0,0,1,0
0,-0.6815004316900022,0,-0.3354753217630465,-0.27883918143227704,0.8690955465316043,-0.27447550323078646,-0.26990870331595684,1,0,0,0,0,1,1
0,1.2475995928502543,0,-0.19153881584644664,-0.037323064059374064,-0.08416473427970893,-0.25290978888983856,-0.2210392911185975,1,0,0,0,1,0,0
1,-1.0948790083772,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,1,0,0,0,0,1,1
1,0.4208424394758587,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,0,1,0,1,0,0,1
1,-0.33701828445067067,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,1,0,0,0,0,1,1
0,-0.19922542555493805,0,0.31743254012668487,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,0.14059435914186152,1,0,0,0,0,1,0
0,-0.6126040022421358,0,-0.3354753217630465,-0.03612743971594385,0.04840788755497701,-0.27447550323078646,-0.26990870331595684,1,0,0,0,0,1,1
0,1.867667457881051,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,1,0,0,0,0,1,0
1,1.4542888811938532,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,1,0,0,0,0,1,1
0,0.9031174456109228,0,1.2552456508410264,-0.2872085518362886,-0.26724121205141804,-0.27447550323078646,-0.2023800610068785,0,0,1,0,0,1,0
1,0.6275317278194575,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,1,0,0,1,0,0,0
0,-0.47481114334640323,0,5.776632594427416,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.21570808251524923,1,0,0,0,0,1,0
1,-0.19922542555493805,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,0,1,0,0,0,1,1
1,-0.8192932905857347,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,0,1,0,0,0,1,1
1,-0.8192932905857347,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,1,0,0,0,1,0,0
1,-1.0948790083772,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,0,0,1,0,0,1,1
0,-0.13032899610707174,0,1.6900229315994157,-0.2872085518362886,-0.207267883126203,-0.2554976746107523,-0.14817944020617088,0,0,1,0,0,1,0
1,0.14525672168439346,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,1,0,0,0,0,1,0
0,-0.33701828445067067,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.08383458845680689,0.2338905097004566,1,0,0,0,0,1,0
1,-0.6815004316900022,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,1,0,0,0,1,0,1
1,0.21415315113225977,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,1,0,0,0,0,1,1
0,-0.5437075727942695,0,0.09039866996957374,-0.2872085518362886,-0.2577717390632262,-0.17527321726242603,-0.1144151190516317,1,0,0,1,0,0,0
0,0.6275317278194575,0,-0.3354753217630465,5.897756176728202,-0.28144542153370583,12.639074244128825,1.6057881902954165,0,1,0,0,0,1,0
0,0.6275317278194575,0,4.7304961338995515,-0.2872085518362886,-0.028926141848589784,-0.2503219031689248,-0.16417306601621573,0,0,1,0,0,1,0
0,-0.6815004316900022,0,-0.33399144025875166,-0.15628768623068023,0.7791355531437817,-0.2727502460835106,-0.260134820876485,1,0,0,0,0,1,1
0,-1.9905325911994618,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,1,0,0,0,0,1,0
0,-1.783843302855863,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,1,0,0,0,0,1,1
0,-0.6126040022421358,0,-0.3354753217630465,-0.2872085518362886,-0.27828893053764187,-0.01654955971304939,-0.18816350473128304,1,0,0,0,0,1,0
1,-0.33701828445067067,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,0,1,0,0,0,1,1
0,0.5586352983715913,0,-0.31024933619003414,-0.199927974765883,0.3893089151298837,-0.27447550323078646,-0.06376863731982295,1,0,0,0,0,1,1
0,-0.26812185500280433,0,-0.24347466849676616,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,0.5795305341508707,1,0,0,0,0,1,0
1,1.867667457881051,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,1,0,0,0,0,1,1
0,1.3853924517459868,0,-0.2108292754022796,-0.2854151153211432,0.3498527776790843,-0.1002245313559273,-0.18283229612793475,1,0,0,1,0,0,0
1,-1.2326718672729327,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,1,0,0,1,0,0,0
1,-1.9216361617515956,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,1,0,0,0,0,1,1
0,-1.4393611556165316,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,1,0,0,0,0,1,0
0,0.6964281572673239,0,-0.3354753217630465,-0.2872085518362886,-0.26724121205141804,0.5001649558960627,-0.26990870331595684,1,0,0,0,0,1,0
1,-1.8527397323037293,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,0,0,1,0,0,1,1
0,-1.9905325911994618,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,0,0,1,0,0,1,1
0,0.6964281572673239,0,0.2669805689806602,-0.2872085518362886,1.0853151797619849,-0.27447550323078646,-0.26990870331595684,0,0,1,0,0,1,1
0,-0.26812185500280433,0,1.2255680207551294,-0.2872085518362886,0.8517348460532526,-0.27447550323078646,-0.2636889599453838,0,0,1,0,1,0,0
0,0.489738868923725,0,-0.3354753217630465,0.2938648790707949,-0.2830236670317378,0.41131421281135727,0.24099878783825432,0,1,0,0,0,1,0
1,-0.7503968611378684,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,1,0,0,0,0,1,0
1,-0.9570861494814673,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,1,0,0,0,0,1,1
1,0.4208424394758587,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,0,1,0,0,0,1,1
1,1.2475995928502543,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,0,1,0,0,0,1,1
1,1.1098067339545217,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,0,1,0,1,0,0,1
1,1.5231853106417195,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,0,1,0,0,0,1,1
0,0.007463862788660866,0,-0.3354753217630465,-0.28601292749285834,-0.17885946416162743,-0.27447550323078646,0.35650830757746726,1,0,0,0,0,1,0
1,-0.6815004316900022,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,1,0,0,0,1,0,0
0,0.007463862788660866,0,1.002985795110903,-0.28661073966457346,-0.06680403380135719,-0.27447550323078646,-0.26990870331595684,0,0,1,0,0,1,1
1,-1.2326718672729327,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,0,0,1,0,0,1,1
0,-0.8192932905857347,0,0.9228561938789812,-0.2872085518362886,0.20149770086407862,-0.11747710282868563,-0.26990870331595684,0,0,1,0,0,1,0
0,-1.0948790083772,0,-0.05057007293843645,-0.2872085518362886,-0.2830236670317378,-0.2304814459752527,0.38671848966310757,1,0,0,0,0,1,0
0,0.4208424394758587,0,-0.11734474063170443,-0.17481986355384854,-0.2830236670317378,-0.26584921749440726,0.07395425160000789,1,0,0,0,0,1,0
0,-0.5437075727942695,0,0.20910919031316125,-0.11922333158434364,-0.2830236670317378,-0.27447550323078646,-0.14018262730114844,1,0,0,0,0,1,0
0,-0.5437075727942695,0,-0.3354753217630465,-0.2537310702202426,-0.2830236670317378,-0.27447550323078646,1.4343009802210465,1,0,0,1,0,0,0
0,0.6275317278194575,0,1.915572920252232,-0.2872085518362886,-0.2830236670317378,-0.2511845317425627,-0.26990870331595684,1,0,0,0,0,1,0
1,-0.6815004316900022,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,1,0,0,0,0,1,1
1,-1.8527397323037293,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,1,0,0,0,0,1,1
0,-1.9905325911994618,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,1,0,0,0,0,1,1
1,-1.0948790083772,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,1,0,0,0,0,1,0
0,-0.8881897200336011,0,-0.3354753217630465,-0.2854151153211432,-0.2830236670317378,-0.27447550323078646,0.706591005864005,1,0,0,0,0,1,0
0,-1.9216361617515956,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,1,0,0,1,0,0,0
1,-0.9570861494814673,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,1,0,0,0,0,1,1
0,-0.5437075727942695,0,2.98396760334452,-0.2872085518362886,-0.09521245276593275,-0.27447550323078646,-0.26990870331595684,0,0,1,1,0,0,0
0,-0.40591471389853695,0,1.467440705955189,-0.23938357809908004,-0.28144542153370583,-0.2727502460835106,-0.26990870331595684,0,0,1,0,0,1,0
0,0.2830495805801261,0,2.5328676260388874,-0.2800348057757073,0.013686486598273552,-0.2736128746571485,-0.26990870331595684,0,0,1,0,0,1,0
1,-0.5437075727942695,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,0,0,1,0,0,1,1
0,0.8342210161630564,0,1.4896989285196116,-0.2872085518362886,0.19202822787588678,-0.23738247456435604,0.6390623635549266,0,0,1,0,0,1,0
0,-0.8881897200336011,0,1.0222762546667359,-0.2872085518362886,0.06576858803332875,-0.07262041699951396,-0.26990870331595684,0,0,1,0,0,1,0
1,0.9031174456109228,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,0,0,1,0,0,1,0
0,-0.6126040022421358,0,1.7508620732755045,-0.2872085518362886,-0.2830236670317378,-0.2649865889207694,-0.26990870331595684,0,0,1,0,0,1,0
1,-0.33701828445067067,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,0,0,1,0,0,1,1
1,-0.8881897200336011,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,0,0,1,0,0,1,1
0,-0.5437075727942695,0,-0.3354753217630465,-0.28601292749285834,0.7665095891595258,-0.27447550323078646,-0.2619118904109344,1,0,0,0,0,1,0
0,0.21415315113225977,1,-0.06689276948567972,-0.2872085518362886,-0.27513243954157796,1.1350595860935693,-0.26990870331595684,0,0,1,0,0,1,0
1,2.0054603167767837,0,-0.3354753217630465,-0.2872085518362886,-0.2830236670317378,-0.27447550323078646,-0.26990870331595684,1,0,0,0,1,0,1
0,-0.33701828445067067,0,-0.3295397957458671,-0.2830238666342828,-0.2830236670317378,0.34057866977304807,-0.19971445670520435,1,0,0,0,0,1,0
